CUST_CODE,LAST_WEEK,LAST_DATE,TOTAL_COME,TOTAL_SPEND,CUS_SEN_LA,CUS_SEN_MM,CUS_SEN_UM,CUS_SEN_XX,BAS_SIZE_L,BAS_SIZE_M,BAS_SIZE_S,BAS_TYPE_FULL,BAS_TYPE_SMALL,BAS_TYPE_TOP,BAS_TYPE_XX,BAS_DO_FRESH,BAS_DO_GROCERY,BAS_DO_MIX,BAS_DO_NONFOOD,STORE_FOR_LS,STORE_FOR_MS,STORE_FOR_SS,STORE_FOR_XLS,STORE_FOR_XX,Total_CHURN
CUST0000396149,200625,2006-08-16,1,0.01,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1.0
CUST0000395732,200802,2008-03-06,21,156.11999999999998,0,0,105,0,58,42,5,44,34,27,0,76,2,25,2,86,19,0,0,0,1.0
CUST0000395577,200801,2008-02-28,76,740.85,0,0,513,0,398,82,33,123,93,296,1,163,109,239,1,500,8,3,2,1,0.0
CUST0000395515,200805,2008-03-26,62,1714.9800000000002,0,0,697,0,649,36,12,357,40,296,4,148,185,356,4,0,371,1,325,4,0.0
CUST0000395437,200805,2008-03-25,20,100.80000000000003,109,0,0,0,46,58,5,0,21,88,0,71,6,32,0,87,0,22,0,0,1.0
CUST0000395295,200639,2006-11-21,54,704.16,0,496,0,0,401,93,2,153,37,306,0,140,61,294,1,496,0,0,0,0,1.0
CUST0000395055,200735,2007-10-26,6,29.14,0,0,0,10,0,0,10,0,10,0,0,2,0,2,6,10,0,0,0,0,3.0
CUST0000394930,200805,2008-03-30,71,184.35999999999999,0,0,140,0,11,62,67,0,122,17,1,102,11,23,3,57,29,44,10,1,0.0
CUST0000394724,200805,2008-03-29,120,1501.54,0,1085,0,0,965,89,31,305,53,722,5,659,16,400,5,1085,0,0,0,5,0.0
CUST0000393773,200803,2008-03-16,2,4.89,0,0,0,4,0,3,1,0,4,0,0,3,0,0,1,0,4,0,0,0,
CUST0000393760,200741,2007-12-07,6,96.32,0,0,49,0,40,7,2,24,5,20,0,21,0,28,0,49,0,0,0,0,2.0
CUST0000393638,200802,2008-03-06,21,108.13999999999999,0,0,84,0,36,40,8,0,37,46,1,29,7,41,6,26,0,58,0,1,1.0
CUST0000393615,200750,2008-02-10,44,1070.15,0,0,313,0,258,49,6,137,49,127,0,54,62,187,10,16,55,20,222,0,1.0
CUST0000393547,200805,2008-03-30,34,363.48,0,0,239,0,141,95,3,0,65,174,0,133,3,95,8,229,2,8,0,0,0.0
CUST0000393495,200805,2008-03-30,112,1568.3900000000003,0,802,0,0,703,79,20,90,44,667,1,283,189,323,6,775,27,0,0,1,0.0
CUST0000393321,200622,2006-07-25,16,163.46,0,74,0,0,29,34,11,0,36,37,1,65,8,0,0,66,0,8,0,1,1.0
CUST0000392903,200647,2007-01-21,14,146.70999999999998,0,96,0,0,70,19,7,58,26,12,0,35,4,52,5,94,2,0,0,0,1.0
CUST0000392574,200804,2008-03-20,46,486.89000000000004,0,0,264,0,91,164,9,45,66,153,0,126,32,105,1,132,0,132,0,0,1.0
CUST0000392468,200732,2007-10-03,13,189.32999999999998,0,0,89,0,67,16,6,41,9,39,0,28,24,34,3,41,0,48,0,0,3.0
CUST0000392243,200740,2007-11-30,1,0.94,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1.0
CUST0000391910,200748,2008-01-27,9,79.65,0,29,0,0,6,18,5,0,12,17,0,13,4,11,1,4,22,0,3,0,2.0
CUST0000391382,200806,2008-03-31,97,1606.14,0,500,0,0,344,124,32,177,116,206,1,179,128,190,2,493,7,0,0,1,0.0
CUST0000391346,200749,2008-02-02,6,99.04,0,0,59,0,57,0,2,20,2,37,0,16,14,28,1,1,58,0,0,0,0.0
CUST0000391287,200726,2007-08-26,12,59.18,27,0,0,0,1,17,9,0,19,6,2,9,5,10,1,19,8,0,0,2,3.0
CUST0000391145,200748,2008-01-24,41,2309.24,0,1191,0,0,1191,0,0,1157,0,34,0,361,0,830,0,1191,0,0,0,0,1.0
CUST0000391025,200805,2008-03-28,21,536.67,0,257,0,0,250,7,0,52,0,205,0,127,25,105,0,257,0,0,0,0,1.0
CUST0000390823,200752,2008-02-20,86,537.8900000000001,0,0,258,0,105,116,37,0,156,99,3,72,38,63,82,242,13,3,0,3,1.0
CUST0000390762,200607,2006-04-16,2,22.26,0,0,0,18,15,3,0,15,3,0,0,0,3,15,0,18,0,0,0,0,1.0
CUST0000389986,200616,2006-06-18,1,0.31,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1.0
CUST0000389739,200749,2008-01-31,18,448.67,0,278,0,0,272,0,6,220,6,52,0,201,3,74,0,277,0,0,1,0,2.0
CUST0000389364,200747,2008-01-15,23,201.73000000000002,0,0,134,0,62,60,12,42,26,66,0,42,6,78,8,0,125,9,0,0,2.0
CUST0000389267,200805,2008-03-26,105,3630.7000000000003,1624,0,0,0,1607,7,10,1472,18,131,3,437,76,1106,2,1,1623,0,0,3,0.0
CUST0000389065,200701,2007-03-01,1,36.78,20,0,0,0,20,0,0,0,0,20,0,0,0,20,0,20,0,0,0,0,1.0
CUST0000388652,200803,2008-03-12,60,879.79,0,0,158,0,43,81,34,0,97,60,1,9,117,31,0,5,0,153,0,1,0.0
CUST0000388585,200804,2008-03-22,94,979.7299999999999,597,0,0,0,430,141,26,157,126,314,0,191,104,288,14,0,0,11,586,0,0.0
CUST0000388524,200718,2007-06-27,2,27.269999999999996,0,0,15,0,9,6,0,0,0,15,0,9,0,6,0,15,0,0,0,0,2.0
CUST0000388176,200806,2008-03-31,539,2783.8400000000006,0,2810,0,0,1309,1355,146,123,969,1701,17,1641,144,967,41,0,0,1,2809,17,0.0
CUST0000387914,200801,2008-02-27,5,58.33,0,40,0,0,33,3,4,33,7,0,0,35,2,3,0,37,3,0,0,0,0.0
CUST0000387419,200804,2008-03-22,18,111.71000000000001,0,57,0,0,25,17,15,22,28,7,0,43,8,6,0,57,0,0,0,0,0.0
CUST0000387168,200805,2008-03-25,10,55.24,0,0,26,0,0,19,7,0,7,19,0,17,9,0,0,26,0,0,0,0,0.0
CUST0000387000,200804,2008-03-21,1,1.54,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,
CUST0000386827,200803,2008-03-15,13,224.27,90,0,0,0,72,16,2,36,7,47,0,2,9,70,9,78,8,4,0,0,3.0
CUST0000386711,200801,2008-03-01,32,265.06,200,0,0,0,118,80,2,0,40,160,0,109,19,72,0,200,0,0,0,0,0.0
CUST0000386495,200805,2008-03-24,133,4523.3700000000008,0,0,2284,0,2223,46,15,1999,59,223,3,460,56,1758,7,2284,0,0,0,3,0.0
CUST0000386369,200802,2008-03-04,14,57.06,0,0,46,0,0,38,8,0,35,11,0,24,13,7,2,0,46,0,0,0,3.0
CUST0000385636,200702,2007-03-09,48,300.02,0,198,0,0,74,101,23,0,81,117,0,131,8,53,6,0,198,0,0,0,1.0
CUST0000385508,200804,2008-03-21,140,867.71999999999991,0,0,504,0,246,174,84,14,196,289,5,201,65,213,20,125,0,66,313,5,0.0
CUST0000385376,200802,2008-03-03,21,169.68000000000004,0,0,102,0,71,24,7,28,30,43,1,23,33,45,0,0,100,2,0,1,0.0
CUST0000385231,200805,2008-03-30,303,3015.5200000000004,1603,0,0,0,944,518,141,638,469,496,0,711,114,715,63,1273,313,0,17,0,0.0
CUST0000385012,200805,2008-03-30,188,430.59999999999997,545,0,0,0,11,418,116,0,462,71,12,370,85,72,6,0,12,533,0,12,0.0
CUST0000384891,200726,2007-08-26,13,39.43,0,25,0,0,5,13,7,0,19,5,1,11,9,3,1,18,4,3,0,1,3.0
CUST0000384822,200638,2006-11-14,1,21.5,16,0,0,0,16,0,0,16,0,0,0,16,0,0,0,0,0,0,16,0,1.0
CUST0000384711,200805,2008-03-24,170,598.18999999999994,560,0,0,0,36,439,85,0,328,232,0,206,92,242,20,14,543,3,0,0,0.0
CUST0000384431,200804,2008-03-19,25,347.54,212,0,0,0,183,28,1,94,16,102,0,55,32,125,0,0,52,160,0,0,0.0
CUST0000383071,200633,2006-10-13,1,7.91,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,0,0,0,1.0
CUST0000382456,200748,2008-01-26,1,10.41,0,0,9,0,9,0,0,0,0,9,0,0,0,9,0,0,9,0,0,0,1.0
CUST0000381350,200805,2008-03-28,127,1154.32,0,0,557,0,287,183,87,76,222,258,1,260,101,167,28,527,29,0,1,1,0.0
CUST0000380545,200805,2008-03-27,114,1466.9399999999998,0,0,718,0,517,153,48,163,180,375,0,387,74,243,14,620,16,78,4,0,0.0
CUST0000380492,200752,2008-02-22,109,826.29,0,266,0,0,55,122,89,22,206,38,0,186,34,30,16,266,0,0,0,0,1.0
CUST0000380249,200608,2006-04-20,1,25.61,15,0,0,0,15,0,0,0,0,15,0,0,0,15,0,0,15,0,0,0,1.0
CUST0000380224,200805,2008-03-28,354,1890.3200000000002,0,0,1598,0,457,1028,113,79,676,842,1,1217,9,339,32,1595,3,0,0,1,0.0
CUST0000380112,200743,2007-12-20,1,0.01,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1.0
CUST0000379952,200804,2008-03-19,27,729.2600000000001,0,320,0,0,307,8,5,144,13,163,0,130,9,181,0,223,0,97,0,0,2.0
CUST0000379903,200805,2008-03-30,254,1456.6200000000001,1361,0,0,0,725,591,45,11,528,820,2,1122,46,173,18,409,0,952,0,2,0.0
CUST0000379798,200707,2007-04-12,1,4.78,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,1.0
CUST0000379577,200803,2008-03-13,31,212.92000000000002,0,0,98,0,36,40,22,0,47,48,3,62,7,19,7,98,0,0,0,3,0.0
CUST0000379472,200805,2008-03-30,176,2254.58,0,1405,0,0,1038,331,36,575,268,561,1,721,55,615,13,313,1092,0,0,1,0.0
CUST0000379456,200719,2007-07-02,1,14.65,0,0,0,4,0,4,0,0,4,0,0,0,0,4,0,0,0,4,0,0,1.0
CUST0000379452,200805,2008-03-29,171,2000.97,0,1117,0,0,889,214,14,26,152,939,0,778,66,272,1,1090,27,0,0,0,0.0
CUST0000379126,200802,2008-03-07,39,199.10999999999999,0,0,102,0,30,49,23,0,67,35,0,67,19,16,0,36,66,0,0,0,0.0
CUST0000378984,200805,2008-03-26,1,32.77,0,15,0,0,15,0,0,15,0,0,0,0,0,15,0,15,0,0,0,0,
CUST0000378735,200805,2008-03-27,88,878.31999999999994,0,310,0,0,153,107,50,68,141,93,8,186,37,70,9,0,310,0,0,8,0.0
CUST0000378677,200805,2008-03-24,156,765.53000000000009,0,346,0,0,6,208,132,0,311,35,0,175,93,74,4,313,33,0,0,0,0.0
CUST0000378500,200804,2008-03-18,66,581.97000000000014,0,349,0,0,205,117,27,82,113,154,0,98,59,178,14,250,7,80,12,0,0.0
CUST0000378448,200804,2008-03-23,19,273.26,0,0,97,0,60,30,7,0,31,66,0,46,6,45,0,97,0,0,0,0,0.0
CUST0000378373,200805,2008-03-29,95,1470.1500000000005,753,0,0,0,614,99,40,334,99,319,1,296,35,405,16,753,0,0,0,1,0.0
CUST0000378034,200734,2007-10-16,3,45.34,0,0,23,0,7,16,0,0,0,23,0,23,0,0,0,0,23,0,0,0,1.0
CUST0000377973,200805,2008-03-26,202,2718.4900000000007,1661,0,0,0,1350,251,60,1076,182,403,0,414,50,1189,8,1649,0,12,0,0,0.0
CUST0000377813,200616,2006-06-18,8,25.74,0,0,14,0,0,7,7,0,14,0,0,8,1,0,5,0,14,0,0,0,1.0
CUST0000377358,200805,2008-03-27,28,248.76999999999998,156,0,0,0,111,28,17,30,44,81,1,104,12,32,7,155,1,0,0,1,2.0
CUST0000377107,200804,2008-03-17,55,225.76,0,0,161,0,23,107,31,0,99,62,0,111,18,29,3,145,0,16,0,0,2.0
CUST0000376662,200805,2008-03-30,4,9.99,0,0,0,11,0,7,4,0,11,0,0,9,0,2,0,0,11,0,0,0,2.0
CUST0000376598,200626,2006-08-24,7,131.02,0,0,85,0,79,5,1,57,1,27,0,56,0,29,0,84,0,0,1,0,1.0
CUST0000376367,200701,2007-03-02,18,393.97999999999996,0,0,216,0,206,10,0,120,10,86,0,109,3,100,4,102,0,0,114,0,1.0
CUST0000376193,200804,2008-03-23,69,1451.49,0,773,0,0,691,62,20,468,34,271,0,240,75,458,0,773,0,0,0,0,0.0
CUST0000376140,200806,2008-03-31,158,4102.97,0,0,2317,0,2203,72,42,1830,100,387,0,780,55,1454,28,2316,1,0,0,0,0.0
CUST0000375691,200804,2008-03-23,82,2335.66,0,0,1053,0,1031,19,3,501,22,528,2,150,120,781,0,1048,0,5,0,2,0.0
CUST0000375659,200805,2008-03-24,101,1855.0300000000004,0,618,0,0,449,167,2,11,82,525,0,333,73,208,4,618,0,0,0,0,0.0
CUST0000375648,200805,2008-03-29,170,2926.7799999999997,0,1746,0,0,1547,154,45,914,153,675,4,1087,42,605,8,1651,89,6,0,4,0.0
CUST0000375633,200743,2007-12-18,2,213.40000000000003,0,0,0,4,3,1,0,0,1,3,0,1,3,0,0,3,0,0,1,0,2.0
CUST0000375074,200801,2008-02-27,61,116.55000000000001,101,0,0,0,9,30,62,0,94,5,2,79,8,9,3,1,100,0,0,2,0.0
CUST0000374967,200617,2006-06-25,1,5.13,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1.0
CUST0000374744,200803,2008-03-13,55,530.96999999999991,0,0,247,0,120,101,26,11,84,152,0,172,9,61,5,7,1,0,239,0,0.0
CUST0000374522,200733,2007-10-12,7,49.760000000000005,0,0,34,0,8,25,1,0,9,25,0,28,6,0,0,29,0,5,0,0,1.0
CUST0000374392,200747,2008-01-20,30,864.77,0,0,365,0,320,37,8,130,19,215,1,165,6,188,5,4,0,2,359,1,2.0
CUST0000374335,200805,2008-03-29,237,3893.1600000000003,0,2275,0,0,1817,412,46,1210,224,841,0,1068,253,938,16,2252,4,19,0,0,0.0
CUST0000374252,200619,2006-07-04,1,3.48,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,1.0
CUST0000374165,200748,2008-01-21,23,164.99,0,70,0,0,20,38,12,0,49,20,1,45,9,12,3,6,1,9,54,1,2.0
CUST0000373949,200734,2007-10-17,1,10.61,0,0,0,5,0,5,0,0,5,0,0,5,0,0,0,0,5,0,0,0,1.0
CUST0000373894,200805,2008-03-28,31,268.93000000000006,0,123,0,0,43,62,18,0,51,70,2,85,20,16,0,117,6,0,0,2,0.0
CUST0000373868,200805,2008-03-30,149,2146.8500000000004,0,1128,0,0,906,157,65,415,142,571,0,363,189,559,17,115,3,0,1010,0,0.0
CUST0000373826,200804,2008-03-19,95,781.70999999999981,0,398,0,0,158,192,48,61,165,170,2,192,36,164,4,329,1,68,0,2,0.0
CUST0000373737,200802,2008-03-08,3,24.58,15,0,0,0,0,13,2,0,6,9,0,2,0,13,0,15,0,0,0,0,
CUST0000373683,200806,2008-03-31,70,1271.0499999999997,0,659,0,0,541,114,4,173,20,465,1,454,33,171,0,0,659,0,0,1,0.0
CUST0000373241,200805,2008-03-29,59,1623.91,0,590,0,0,487,85,18,345,57,187,1,119,55,414,1,588,2,0,0,1,0.0
CUST0000373003,200801,2008-02-26,40,214.03000000000003,0,140,0,0,62,47,31,27,70,43,0,70,13,49,8,63,76,1,0,0,1.0
CUST0000372856,200626,2006-08-21,19,802.22,329,0,0,0,318,11,0,262,0,67,0,241,5,83,0,0,0,0,329,0,1.0
CUST0000372762,200742,2007-12-13,1,22.35,0,8,0,0,8,0,0,0,0,8,0,8,0,0,0,0,8,0,0,0,1.0
CUST0000372533,200805,2008-03-30,43,255.15000000000003,0,141,0,0,36,80,25,0,83,58,0,82,31,27,1,0,141,0,0,0,0.0
CUST0000372501,200805,2008-03-27,72,599.96000000000015,0,422,0,0,205,199,18,14,91,317,0,258,60,104,0,188,25,0,209,0,0.0
CUST0000372036,200804,2008-03-20,14,242.73,0,107,0,0,88,16,3,39,4,64,0,77,1,29,0,103,4,0,0,0,0.0
CUST0000371949,200805,2008-03-27,152,1038.3,0,0,506,0,99,327,80,10,289,200,7,174,137,169,19,77,20,293,116,7,0.0
CUST0000371579,200806,2008-03-31,28,912.2,358,0,0,0,331,20,7,243,27,88,0,122,19,211,6,4,354,0,0,0,0.0
CUST0000371566,200741,2007-12-04,161,2187.67,0,0,694,0,402,228,64,80,193,421,0,234,177,272,11,685,3,5,1,0,1.0
CUST0000371535,200719,2007-07-07,21,249.84,123,0,0,0,61,57,5,33,28,62,0,60,19,43,1,0,123,0,0,0,2.0
CUST0000371354,200805,2008-03-26,99,988.65000000000009,0,535,0,0,394,70,71,377,141,17,0,202,55,257,21,535,0,0,0,0,0.0
CUST0000371191,200805,2008-03-28,182,1538.4499999999998,1139,0,0,0,796,304,39,135,243,760,1,673,125,328,12,1138,0,1,0,1,0.0
CUST0000371087,200803,2008-03-16,115,3013.29,0,0,1510,0,1391,99,20,872,87,551,0,1031,33,445,1,1482,28,0,0,0,0.0
CUST0000371044,200611,2006-05-13,1,12.46,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,1.0
CUST0000370986,200710,2007-05-04,8,293.19,135,0,0,0,135,0,0,96,0,39,0,87,0,48,0,135,0,0,0,0,2.0
CUST0000370974,200805,2008-03-30,70,478.9,0,313,0,0,99,183,31,0,113,200,0,189,35,74,15,292,8,13,0,0,0.0
CUST0000370635,200738,2007-11-12,1,2.14,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1.0
CUST0000370394,200806,2008-03-31,10,27.05,21,0,0,0,0,19,2,0,21,0,0,4,14,3,0,17,4,0,0,0,0.0
CUST0000370368,200646,2007-01-09,1,26.99,0,15,0,0,15,0,0,0,0,15,0,0,0,15,0,15,0,0,0,0,1.0
CUST0000370351,200805,2008-03-28,57,913.54000000000019,0,643,0,0,546,88,9,291,23,329,0,120,62,459,2,643,0,0,0,0,0.0
CUST0000370293,200802,2008-03-07,37,300.76,0,215,0,0,124,81,10,0,58,157,0,173,17,25,0,12,14,52,137,0,1.0
CUST0000370276,200805,2008-03-29,254,4367.2900000000009,0,0,1513,0,1090,347,76,339,323,851,0,1133,112,237,31,408,21,1084,0,0,0.0
CUST0000370059,200805,2008-03-28,298,5411.27,0,3242,0,0,2763,394,85,1946,315,979,2,1440,243,1511,46,3212,23,7,0,2,0.0
CUST0000369937,200805,2008-03-28,10,47.55,0,27,0,0,0,17,10,0,20,7,0,5,12,10,0,14,9,0,4,0,
CUST0000369871,200805,2008-03-24,26,528.62,0,0,337,0,318,13,6,156,15,166,0,243,19,70,5,337,0,0,0,0,2.0
CUST0000369724,200723,2007-08-04,2,8.18,0,0,0,2,0,0,2,0,2,0,0,1,1,0,0,2,0,0,0,0,2.0
CUST0000369681,200805,2008-03-30,94,1879.75,0,0,774,0,648,122,4,200,54,520,0,207,185,382,0,758,12,1,3,0,0.0
CUST0000369556,200805,2008-03-24,76,3375.1899999999996,0,1726,0,0,1720,3,3,1576,10,140,0,1183,8,533,2,1726,0,0,0,0,0.0
CUST0000369539,200737,2007-11-10,48,196.21000000000004,0,239,0,0,77,149,13,0,119,118,2,169,11,57,0,234,4,1,0,2,1.0
CUST0000369298,200806,2008-03-31,31,65.05,0,55,0,0,0,31,24,0,51,4,0,9,30,16,0,50,5,0,0,0,1.0
CUST0000369227,200804,2008-03-18,60,234.16,0,0,128,0,0,74,54,0,119,9,0,67,24,11,26,16,112,0,0,0,0.0
CUST0000367598,200642,2006-12-13,1,6.65,0,0,0,4,0,4,0,0,4,0,0,0,0,0,4,4,0,0,0,0,1.0
CUST0000367460,200703,2007-03-15,8,13.15,0,0,0,8,0,0,8,0,8,0,0,1,2,0,5,7,1,0,0,0,2.0
CUST0000367459,200725,2007-08-17,1,43.34,22,0,0,0,22,0,0,22,0,0,0,0,22,0,0,22,0,0,0,0,1.0
CUST0000367454,200805,2008-03-30,129,1029.38,0,637,0,0,331,222,84,196,217,224,0,226,50,328,33,589,0,0,48,0,0.0
CUST0000367323,200650,2007-02-05,1,54.27,0,23,0,0,23,0,0,23,0,0,0,0,23,0,0,23,0,0,0,0,1.0
CUST0000367221,200804,2008-03-19,76,1232.3600000000001,0,0,694,0,538,130,26,339,77,278,0,432,11,249,2,374,287,33,0,0,0.0
CUST0000366903,200736,2007-11-04,29,124.74000000000001,0,95,0,0,24,43,28,24,52,19,0,60,0,35,0,95,0,0,0,0,2.0
CUST0000366900,200801,2008-02-29,7,71.44,22,0,0,0,8,10,4,0,14,8,0,7,13,0,2,14,8,0,0,0,1.0
CUST0000366661,200805,2008-03-25,128,1915.96,0,941,0,0,790,91,60,302,123,515,1,349,64,525,2,921,0,20,0,1,0.0
CUST0000366612,200805,2008-03-30,75,561.51,0,294,0,0,157,93,44,51,102,141,0,147,41,102,4,233,4,35,22,0,0.0
CUST0000366585,200736,2007-10-30,24,406.43000000000006,0,0,213,0,145,65,3,34,14,165,0,113,29,71,0,213,0,0,0,0,1.0
CUST0000366451,200802,2008-03-05,62,682.82999999999993,0,0,313,0,178,120,15,58,116,139,0,222,12,73,6,203,3,95,12,0,1.0
CUST0000366265,200749,2008-01-29,10,58.169999999999995,0,0,27,0,12,9,6,0,15,12,0,16,4,3,4,14,7,6,0,0,2.0
CUST0000365930,200805,2008-03-26,141,621.08000000000015,0,349,0,0,43,208,98,0,277,72,0,288,34,26,1,336,4,9,0,0,0.0
CUST0000365846,200752,2008-02-24,29,65.34,0,53,0,0,0,21,32,0,52,0,1,44,7,0,1,53,0,0,0,1,1.0
CUST0000365689,200744,2007-12-26,2,4.94,0,0,0,7,5,0,2,0,2,5,0,0,5,2,0,0,0,7,0,0,1.0
CUST0000365449,200646,2007-01-09,23,305.92,0,191,0,0,133,48,10,47,37,106,1,101,0,82,7,174,17,0,0,1,1.0
CUST0000365429,200806,2008-03-31,171,8725.3000000000011,0,4568,0,0,4541,21,6,4231,26,309,2,4028,1,536,1,4566,1,0,1,2,0.0
CUST0000365104,200721,2007-07-16,1,8.1,0,0,0,4,0,4,0,0,4,0,0,0,0,0,4,0,0,0,4,0,1.0
CUST0000364760,200801,2008-02-28,43,1213.0200000000002,713,0,0,0,688,17,8,547,21,145,0,210,9,493,1,708,4,1,0,0,0.0
CUST0000364544,200804,2008-03-19,36,317.86,0,0,126,0,68,45,13,0,40,86,0,23,58,39,6,123,3,0,0,0,0.0
CUST0000364465,200712,2007-05-18,2,0.87000000000000022,0,0,0,2,0,0,2,0,2,0,0,1,1,0,0,0,0,2,0,0,1.0
CUST0000364263,200736,2007-11-01,5,172.85000000000002,105,0,0,0,105,0,0,105,0,0,0,86,0,19,0,105,0,0,0,0,2.0
CUST0000364233,200804,2008-03-21,20,58.540000000000006,44,0,0,0,0,31,13,0,28,16,0,15,15,12,2,29,15,0,0,0,0.0
CUST0000364113,200643,2006-12-22,2,45.2,15,0,0,0,15,0,0,9,6,0,0,6,0,9,0,6,9,0,0,0,1.0
CUST0000364085,200804,2008-03-20,23,503.46,0,290,0,0,238,48,4,163,12,115,0,142,15,131,2,180,5,0,105,0,1.0
CUST0000364039,200805,2008-03-26,15,256.28000000000003,0,176,0,0,160,11,5,120,16,40,0,90,0,86,0,150,0,26,0,0,2.0
CUST0000364031,200751,2008-02-15,65,605.45,0,0,392,0,257,115,20,94,93,205,0,254,8,124,6,49,0,7,336,0,0.0
CUST0000363266,200723,2007-08-02,7,68.42,0,46,0,0,20,25,1,0,4,42,0,26,7,13,0,16,20,10,0,0,2.0
CUST0000363059,200806,2008-03-31,117,2399.52,0,1509,0,0,1458,37,14,646,36,827,0,823,23,656,7,1507,2,0,0,0,0.0
CUST0000362904,200719,2007-07-02,8,172.45,104,0,0,0,94,9,1,59,1,44,0,63,0,41,0,48,0,56,0,0,1.0
CUST0000362694,200805,2008-03-26,38,997.32999999999981,0,0,477,0,451,24,2,0,7,470,0,442,0,35,0,477,0,0,0,0,0.0
CUST0000362661,200751,2008-02-13,3,101.72999999999999,0,0,51,0,51,0,0,39,0,12,0,23,0,28,0,0,51,0,0,0,0.0
CUST0000362641,200805,2008-03-24,18,37.2,33,0,0,0,0,17,16,0,24,9,0,22,4,5,2,12,17,4,0,0,3.0
CUST0000362601,200805,2008-03-25,107,2183.5599999999995,0,0,1131,0,988,139,4,280,33,818,0,415,56,659,1,1131,0,0,0,0,0.0
CUST0000362478,200804,2008-03-18,48,775.42000000000007,0,0,349,0,288,53,8,132,57,160,0,212,34,102,1,322,12,0,15,0,1.0
CUST0000362355,200803,2008-03-11,112,5391.83,0,0,2341,0,2283,43,15,2099,33,209,0,2208,4,125,4,7,2334,0,0,0,0.0
CUST0000362281,200623,2006-08-06,3,30.43,0,0,17,0,11,5,1,0,1,16,0,6,0,11,0,0,17,0,0,0,1.0
CUST0000361973,200650,2007-02-09,1,18.62,0,0,0,6,6,0,0,0,0,6,0,6,0,0,0,0,6,0,0,0,1.0
CUST0000361910,200805,2008-03-30,40,490.6,171,0,0,0,106,54,11,0,49,122,0,107,33,31,0,171,0,0,0,0,0.0
CUST0000361611,200716,2007-06-14,1,8.43,0,0,0,7,7,0,0,0,0,7,0,7,0,0,0,0,7,0,0,0,1.0
CUST0000361169,200805,2008-03-26,67,1290.0600000000002,651,0,0,0,572,67,12,304,65,282,0,380,12,254,5,2,17,632,0,0,0.0
CUST0000361038,200805,2008-03-28,49,294.29999999999995,0,0,197,0,74,106,17,0,112,83,2,85,60,47,3,151,0,17,29,2,0.0
CUST0000360531,200648,2007-01-22,4,48.269999999999996,0,27,0,0,20,7,0,0,0,27,0,27,0,0,0,27,0,0,0,0,1.0
CUST0000360293,200720,2007-07-13,1,44.83,0,22,0,0,22,0,0,22,0,0,0,0,0,22,0,0,0,0,22,0,1.0
CUST0000360289,200806,2008-03-31,146,6891.35,0,2789,0,0,2704,72,13,2352,48,389,0,476,222,2091,0,2776,13,0,0,0,0.0
CUST0000360223,200734,2007-10-20,12,84.84,0,21,0,0,0,14,7,0,21,0,0,3,12,5,1,21,0,0,0,0,4.0
CUST0000360110,200802,2008-03-06,31,307.13,0,0,147,0,99,27,21,57,37,53,0,108,2,37,0,34,107,6,0,0,2.0
CUST0000359971,200805,2008-03-30,246,1181.39,804,0,0,0,88,568,148,16,462,318,8,483,92,184,37,0,1,779,24,8,0.0
CUST0000359859,200802,2008-03-09,1,4.29,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,2,0,0,
CUST0000359752,200805,2008-03-29,177,1457.76,749,0,0,0,425,199,125,227,292,229,1,424,35,283,6,731,7,0,11,1,0.0
CUST0000359555,200731,2007-09-28,1,34.980000000000004,0,0,12,0,12,0,0,0,0,12,0,0,0,12,0,12,0,0,0,0,1.0
CUST0000359521,200803,2008-03-16,135,514.93,0,272,0,0,17,168,87,0,210,37,25,186,22,36,3,5,266,1,0,25,0.0
CUST0000359417,200806,2008-03-31,154,3108.45,1699,0,0,0,1485,159,55,761,160,778,0,1014,109,571,5,1561,114,24,0,0,0.0
CUST0000359344,200805,2008-03-29,68,828.96,323,0,0,0,222,79,22,13,87,223,0,218,37,59,9,276,0,47,0,0,0.0
CUST0000359289,200806,2008-03-31,139,2787.06,0,0,1155,0,1008,131,16,403,106,639,7,452,121,569,6,1155,0,0,0,7,0.0
CUST0000359265,200751,2008-02-15,5,241.17000000000002,0,0,75,0,75,0,0,26,0,49,0,38,0,37,0,75,0,0,0,0,2.0
CUST0000359250,200736,2007-10-30,16,159.47,0,96,0,0,78,3,15,47,18,31,0,73,4,16,3,27,48,0,21,0,2.0
CUST0000359212,200805,2008-03-29,24,212.28,0,129,0,0,50,74,5,0,30,99,0,53,4,70,2,129,0,0,0,0,1.0
